website_session_id,user_id,billing_version,billing_pageview_id,billing_exposure_at,experiment_date,device_type,is_repeat_session,utm_source,utm_campaign,session_cross_exposure_flag,user_cross_group_flag,purchased,order_id,gross_revenue,refund_amount,net_revenue,refunded_order_flag
27657,25381,treatment,58676,2012-09-19 17:37:53,2012-09-19,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27655,23122,control,58677,2012-09-19 17:39:19,2012-09-19,desktop,1,gsearch,brand,0,0,1,979.0,49.99,0.0,49.99,0
27677,25397,treatment,58709,2012-09-19 18:37:17,2012-09-19,mobile,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27678,25398,control,58717,2012-09-19 18:48:17,2012-09-19,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27688,25408,control,58743,2012-09-19 19:45:06,2012-09-19,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27702,25421,treatment,58768,2012-09-19 21:16:52,2012-09-19,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27717,25434,treatment,58799,2012-09-19 22:34:51,2012-09-19,desktop,0,gsearch,nonbrand,0,0,1,980.0,49.99,0.0,49.99,0
27755,25469,control,58882,2012-09-20 05:06:47,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,981.0,49.99,0.0,49.99,0
27763,25476,treatment,58899,2012-09-20 06:15:24,2012-09-20,desktop,0,bsearch,nonbrand,0,0,1,982.0,49.99,0.0,49.99,0
27765,25478,treatment,58908,2012-09-20 06:58:31,2012-09-20,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27767,25480,control,58915,2012-09-20 07:09:28,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,983.0,49.99,0.0,49.99,0
27770,17328,control,58926,2012-09-20 07:33:01,2012-09-20,desktop,1,gsearch,brand,0,0,0,,0.0,0.0,0.0,0
27778,25488,treatment,58947,2012-09-20 08:21:57,2012-09-20,desktop,0,gsearch,brand,0,0,0,,0.0,0.0,0.0,0
27782,25492,control,58960,2012-09-20 08:35:53,2012-09-20,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27788,25497,treatment,58977,2012-09-20 08:52:47,2012-09-20,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27790,18068,treatment,58985,2012-09-20 09:02:05,2012-09-20,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
27802,25509,control,59012,2012-09-20 09:43:09,2012-09-20,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27807,25513,treatment,59023,2012-09-20 10:02:25,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,984.0,49.99,49.99,0.0,1
27809,25515,treatment,59030,2012-09-20 10:08:54,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,985.0,49.99,0.0,49.99,0
27810,25516,treatment,59037,2012-09-20 10:14:37,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,986.0,49.99,0.0,49.99,0
27821,12079,treatment,59060,2012-09-20 10:49:04,2012-09-20,desktop,1,,,0,0,1,987.0,49.99,0.0,49.99,0
27827,25532,control,59088,2012-09-20 11:11:35,2012-09-20,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27842,25545,control,59125,2012-09-20 12:03:31,2012-09-20,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27888,25585,control,59213,2012-09-20 13:57:48,2012-09-20,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27896,25592,control,59228,2012-09-20 14:09:20,2012-09-20,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27904,25599,treatment,59245,2012-09-20 14:38:36,2012-09-20,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
27906,25600,treatment,59252,2012-09-20 14:47:41,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,988.0,49.99,49.99,0.0,1
27923,25615,treatment,59297,2012-09-20 15:34:27,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,989.0,49.99,0.0,49.99,0
27930,25622,treatment,59307,2012-09-20 15:44:50,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,990.0,49.99,0.0,49.99,0
27938,25628,control,59325,2012-09-20 16:04:28,2012-09-20,mobile,0,gsearch,nonbrand,0,0,1,991.0,49.99,0.0,49.99,0
27940,25630,control,59336,2012-09-20 16:14:20,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,992.0,49.99,0.0,49.99,0
27954,25643,treatment,59372,2012-09-20 16:59:40,2012-09-20,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28003,25687,treatment,59445,2012-09-20 19:11:16,2012-09-20,desktop,0,gsearch,nonbrand,0,0,1,993.0,49.99,49.99,0.0,1
28024,25706,treatment,59486,2012-09-20 21:57:18,2012-09-20,mobile,0,,,0,0,1,994.0,49.99,0.0,49.99,0
28053,25732,treatment,59553,2012-09-21 01:59:23,2012-09-21,desktop,0,bsearch,brand,0,0,1,995.0,49.99,0.0,49.99,0
28063,25742,treatment,59578,2012-09-21 05:00:21,2012-09-21,desktop,0,gsearch,nonbrand,0,0,1,996.0,49.99,0.0,49.99,0
28069,25748,control,59591,2012-09-21 06:16:03,2012-09-21,desktop,0,bsearch,nonbrand,0,0,1,997.0,49.99,0.0,49.99,0
28084,25761,treatment,59625,2012-09-21 08:23:43,2012-09-21,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28096,25772,control,59651,2012-09-21 09:17:36,2012-09-21,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28121,25794,treatment,59702,2012-09-21 10:27:22,2012-09-21,mobile,0,bsearch,nonbrand,0,0,1,998.0,49.99,0.0,49.99,0
28123,25796,treatment,59703,2012-09-21 10:27:54,2012-09-21,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28130,25803,control,59718,2012-09-21 10:45:42,2012-09-21,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28146,25817,treatment,59753,2012-09-21 11:45:05,2012-09-21,desktop,0,gsearch,nonbrand,0,0,1,999.0,49.99,0.0,49.99,0
28158,25828,treatment,59780,2012-09-21 12:18:14,2012-09-21,desktop,0,gsearch,nonbrand,0,0,1,1000.0,49.99,0.0,49.99,0
28157,25827,treatment,59782,2012-09-21 12:19:00,2012-09-21,desktop,0,gsearch,nonbrand,0,0,1,1001.0,49.99,0.0,49.99,0
28182,25849,control,59840,2012-09-21 13:50:58,2012-09-21,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28190,25855,treatment,59862,2012-09-21 14:12:44,2012-09-21,desktop,0,bsearch,nonbrand,0,0,1,1002.0,49.99,0.0,49.99,0
28218,25882,control,59919,2012-09-21 15:28:36,2012-09-21,desktop,0,bsearch,nonbrand,0,0,1,1003.0,49.99,0.0,49.99,0
28234,25896,treatment,59952,2012-09-21 16:05:28,2012-09-21,desktop,0,gsearch,nonbrand,0,0,1,1004.0,49.99,0.0,49.99,0
28272,18370,control,60013,2012-09-21 19:01:34,2012-09-21,desktop,1,gsearch,brand,0,0,0,,0.0,0.0,0.0,0
28276,25935,treatment,60026,2012-09-21 19:19:23,2012-09-21,desktop,0,bsearch,nonbrand,0,0,1,1005.0,49.99,0.0,49.99,0
28315,25966,treatment,60113,2012-09-22 00:36:49,2012-09-22,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28319,25970,treatment,60125,2012-09-22 01:11:11,2012-09-22,desktop,0,gsearch,nonbrand,0,0,1,1006.0,49.99,49.99,0.0,1
28332,25981,treatment,60159,2012-09-22 05:02:17,2012-09-22,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28352,21698,treatment,60196,2012-09-22 09:12:06,2012-09-22,desktop,1,bsearch,brand,0,0,1,1007.0,49.99,0.0,49.99,0
28354,25999,treatment,60204,2012-09-22 09:28:50,2012-09-22,desktop,0,bsearch,nonbrand,0,0,1,1008.0,49.99,0.0,49.99,0
28357,20444,control,60213,2012-09-22 09:48:17,2012-09-22,desktop,1,,,0,0,1,1009.0,49.99,0.0,49.99,0
28384,26025,treatment,60268,2012-09-22 12:52:50,2012-09-22,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28383,26024,treatment,60270,2012-09-22 12:55:40,2012-09-22,desktop,0,bsearch,nonbrand,0,0,1,1010.0,49.99,0.0,49.99,0
28408,26047,treatment,60324,2012-09-22 15:46:07,2012-09-22,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28411,26049,control,60328,2012-09-22 15:56:50,2012-09-22,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28413,26051,treatment,60336,2012-09-22 16:10:36,2012-09-22,desktop,0,gsearch,nonbrand,0,0,1,1011.0,49.99,0.0,49.99,0
28425,26062,control,60367,2012-09-22 18:11:24,2012-09-22,desktop,0,gsearch,nonbrand,0,0,1,1012.0,49.99,0.0,49.99,0
28431,26067,control,60388,2012-09-22 19:44:24,2012-09-22,desktop,0,bsearch,nonbrand,0,0,1,1013.0,49.99,0.0,49.99,0
28435,15920,treatment,60402,2012-09-22 20:33:13,2012-09-22,desktop,1,gsearch,brand,0,0,1,1014.0,49.99,0.0,49.99,0
28438,26073,treatment,60410,2012-09-22 20:55:20,2012-09-22,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28452,26087,control,60441,2012-09-22 23:41:30,2012-09-22,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28487,25771,control,60508,2012-09-23 07:58:14,2012-09-23,desktop,1,,,0,0,1,1015.0,49.99,0.0,49.99,0
28492,26125,treatment,60520,2012-09-23 08:25:02,2012-09-23,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28495,26128,control,60534,2012-09-23 09:32:24,2012-09-23,desktop,0,gsearch,nonbrand,0,0,1,1016.0,49.99,0.0,49.99,0
28522,19719,treatment,60591,2012-09-23 12:47:10,2012-09-23,desktop,1,gsearch,brand,0,0,1,1017.0,49.99,0.0,49.99,0
28523,26154,control,60602,2012-09-23 13:22:14,2012-09-23,desktop,0,gsearch,nonbrand,0,0,1,1018.0,49.99,0.0,49.99,0
28543,26172,control,60638,2012-09-23 15:32:12,2012-09-23,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28558,26185,treatment,60671,2012-09-23 17:56:22,2012-09-23,desktop,0,gsearch,nonbrand,0,0,1,1019.0,49.99,0.0,49.99,0
28572,26195,control,60698,2012-09-23 19:43:48,2012-09-23,desktop,0,gsearch,nonbrand,0,0,1,1020.0,49.99,0.0,49.99,0
28586,26207,treatment,60739,2012-09-23 21:30:03,2012-09-23,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28605,26224,control,60774,2012-09-23 23:47:08,2012-09-23,desktop,0,gsearch,nonbrand,0,0,1,1021.0,49.99,49.99,0.0,1
28607,20342,control,60784,2012-09-24 00:03:21,2012-09-24,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
28624,26242,control,60825,2012-09-24 01:50:53,2012-09-24,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28629,26247,control,60837,2012-09-24 02:34:37,2012-09-24,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28634,26251,control,60845,2012-09-24 03:12:30,2012-09-24,desktop,0,gsearch,nonbrand,0,0,1,1022.0,49.99,0.0,49.99,0
28640,26257,treatment,60868,2012-09-24 04:05:45,2012-09-24,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28659,26272,treatment,60899,2012-09-24 07:52:10,2012-09-24,desktop,0,gsearch,nonbrand,0,0,1,1023.0,49.99,0.0,49.99,0
28663,26276,treatment,60910,2012-09-24 08:21:16,2012-09-24,desktop,0,gsearch,nonbrand,0,0,1,1024.0,49.99,0.0,49.99,0
28666,26279,control,60921,2012-09-24 08:28:10,2012-09-24,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28672,26284,control,60934,2012-09-24 08:46:19,2012-09-24,desktop,0,bsearch,nonbrand,0,0,1,1025.0,49.99,0.0,49.99,0
28680,26292,control,60950,2012-09-24 09:37:04,2012-09-24,mobile,0,gsearch,nonbrand,0,0,1,1026.0,49.99,0.0,49.99,0
28733,26338,control,61049,2012-09-24 12:36:31,2012-09-24,mobile,0,gsearch,nonbrand,0,0,1,1027.0,49.99,0.0,49.99,0
28740,26345,control,61061,2012-09-24 12:51:47,2012-09-24,desktop,0,bsearch,nonbrand,0,0,1,1028.0,49.99,0.0,49.99,0
28758,26361,control,61096,2012-09-24 14:17:17,2012-09-24,desktop,0,gsearch,nonbrand,0,0,1,1029.0,49.99,0.0,49.99,0
28770,26370,control,61135,2012-09-24 15:29:07,2012-09-24,desktop,0,gsearch,nonbrand,0,0,1,1030.0,49.99,0.0,49.99,0
28778,26377,control,61151,2012-09-24 16:01:57,2012-09-24,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28809,26401,treatment,61204,2012-09-24 17:57:40,2012-09-24,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28812,26404,control,61214,2012-09-24 18:12:35,2012-09-24,desktop,0,gsearch,nonbrand,0,0,1,1031.0,49.99,0.0,49.99,0
28827,26418,control,61242,2012-09-24 19:49:22,2012-09-24,desktop,0,gsearch,nonbrand,0,0,1,1032.0,49.99,0.0,49.99,0
28831,26420,treatment,61257,2012-09-24 20:03:46,2012-09-24,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28838,23727,control,61271,2012-09-24 21:04:12,2012-09-24,desktop,1,gsearch,brand,0,0,1,1033.0,49.99,0.0,49.99,0
28843,26431,treatment,61290,2012-09-24 21:44:36,2012-09-24,desktop,0,gsearch,brand,0,0,1,1034.0,49.99,0.0,49.99,0
28865,26451,treatment,61349,2012-09-24 23:39:34,2012-09-24,desktop,0,bsearch,nonbrand,0,0,1,1035.0,49.99,0.0,49.99,0
28880,26462,treatment,61381,2012-09-25 02:50:56,2012-09-25,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28898,26478,treatment,61415,2012-09-25 06:42:07,2012-09-25,desktop,0,bsearch,nonbrand,0,0,1,1036.0,49.99,49.99,0.0,1
28908,26488,treatment,61436,2012-09-25 08:24:09,2012-09-25,desktop,0,gsearch,nonbrand,0,0,1,1037.0,49.99,0.0,49.99,0
28915,26495,control,61448,2012-09-25 08:55:37,2012-09-25,desktop,0,,,0,0,0,,0.0,0.0,0.0,0
28916,26496,control,61458,2012-09-25 09:09:54,2012-09-25,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28976,26554,control,61586,2012-09-25 12:28:36,2012-09-25,desktop,0,bsearch,nonbrand,0,0,1,1038.0,49.99,0.0,49.99,0
28981,26559,control,61605,2012-09-25 12:52:18,2012-09-25,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
28993,26571,treatment,61628,2012-09-25 13:23:11,2012-09-25,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29019,26594,treatment,61684,2012-09-25 14:12:06,2012-09-25,desktop,0,gsearch,nonbrand,0,0,1,1039.0,49.99,0.0,49.99,0
29026,26601,treatment,61703,2012-09-25 14:46:48,2012-09-25,desktop,0,bsearch,nonbrand,0,0,1,1040.0,49.99,0.0,49.99,0
29037,26610,control,61727,2012-09-25 15:34:33,2012-09-25,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29038,26611,treatment,61736,2012-09-25 15:45:35,2012-09-25,desktop,0,bsearch,nonbrand,0,0,1,1041.0,49.99,0.0,49.99,0
29044,26617,treatment,61760,2012-09-25 16:01:03,2012-09-25,desktop,0,gsearch,nonbrand,0,0,1,1042.0,49.99,0.0,49.99,0
29046,26619,treatment,61762,2012-09-25 16:01:37,2012-09-25,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29043,26616,treatment,61772,2012-09-25 16:06:31,2012-09-25,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29048,26621,control,61786,2012-09-25 16:14:29,2012-09-25,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29052,26624,treatment,61789,2012-09-25 16:15:36,2012-09-25,desktop,0,gsearch,nonbrand,0,0,1,1044.0,49.99,0.0,49.99,0
29051,26623,treatment,61792,2012-09-25 16:17:27,2012-09-25,desktop,0,gsearch,nonbrand,0,0,1,1043.0,49.99,0.0,49.99,0
29093,26661,control,61862,2012-09-25 19:04:34,2012-09-25,desktop,0,gsearch,nonbrand,0,0,1,1045.0,49.99,0.0,49.99,0
29105,26671,treatment,61890,2012-09-25 20:05:01,2012-09-25,desktop,0,gsearch,nonbrand,0,0,1,1046.0,49.99,0.0,49.99,0
29116,26682,control,61911,2012-09-25 21:01:25,2012-09-25,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29119,26685,control,61920,2012-09-25 21:14:52,2012-09-25,desktop,0,gsearch,nonbrand,0,0,1,1047.0,49.99,0.0,49.99,0
29132,26697,treatment,61945,2012-09-25 22:32:51,2012-09-25,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29163,26724,control,62000,2012-09-26 04:02:43,2012-09-26,desktop,0,gsearch,nonbrand,0,0,1,1048.0,49.99,0.0,49.99,0
29170,26731,treatment,62018,2012-09-26 04:57:43,2012-09-26,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29179,26740,treatment,62033,2012-09-26 06:30:53,2012-09-26,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29199,26757,control,62093,2012-09-26 09:05:41,2012-09-26,desktop,0,bsearch,nonbrand,0,0,1,1049.0,49.99,0.0,49.99,0
29214,26770,treatment,62126,2012-09-26 10:11:27,2012-09-26,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29216,26772,treatment,62134,2012-09-26 10:19:36,2012-09-26,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29226,26780,treatment,62154,2012-09-26 10:52:55,2012-09-26,desktop,0,gsearch,nonbrand,0,0,1,1050.0,49.99,0.0,49.99,0
29233,26787,control,62171,2012-09-26 11:19:35,2012-09-26,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29258,26809,treatment,62218,2012-09-26 12:42:20,2012-09-26,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29255,26806,treatment,62225,2012-09-26 12:46:44,2012-09-26,desktop,0,gsearch,nonbrand,0,0,1,1051.0,49.99,0.0,49.99,0
29262,26813,treatment,62240,2012-09-26 13:04:21,2012-09-26,mobile,0,gsearch,nonbrand,0,0,1,1052.0,49.99,0.0,49.99,0
29265,26814,control,62244,2012-09-26 13:08:51,2012-09-26,desktop,0,gsearch,nonbrand,0,0,1,1053.0,49.99,0.0,49.99,0
29312,26857,treatment,62347,2012-09-26 15:52:31,2012-09-26,desktop,0,gsearch,nonbrand,0,0,1,1054.0,49.99,0.0,49.99,0
29313,26858,control,62360,2012-09-26 16:06:41,2012-09-26,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29325,26868,treatment,62380,2012-09-26 16:20:19,2012-09-26,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29348,26886,control,62431,2012-09-26 17:42:05,2012-09-26,desktop,0,bsearch,nonbrand,0,0,1,1055.0,49.99,0.0,49.99,0
29363,26899,control,62458,2012-09-26 18:45:42,2012-09-26,desktop,0,,,0,0,0,,0.0,0.0,0.0,0
29370,26905,control,62475,2012-09-26 19:12:31,2012-09-26,desktop,0,gsearch,nonbrand,0,0,1,1056.0,49.99,49.99,0.0,1
29384,24645,control,62510,2012-09-26 20:29:14,2012-09-26,desktop,1,,,0,0,1,1057.0,49.99,0.0,49.99,0
29386,14042,treatment,62519,2012-09-26 20:40:55,2012-09-26,desktop,1,bsearch,brand,0,0,1,1058.0,49.99,0.0,49.99,0
29423,26952,control,62586,2012-09-27 00:58:52,2012-09-27,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29428,26957,treatment,62593,2012-09-27 01:10:13,2012-09-27,desktop,0,bsearch,nonbrand,0,0,1,1059.0,49.99,0.0,49.99,0
29439,26968,treatment,62627,2012-09-27 02:44:15,2012-09-27,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29440,26969,treatment,62629,2012-09-27 02:45:30,2012-09-27,desktop,0,gsearch,nonbrand,0,0,1,1060.0,49.99,0.0,49.99,0
29445,26974,treatment,62647,2012-09-27 04:17:09,2012-09-27,desktop,0,bsearch,nonbrand,0,0,1,1061.0,49.99,0.0,49.99,0
29452,26979,control,62664,2012-09-27 06:15:56,2012-09-27,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29459,26985,control,62681,2012-09-27 07:42:38,2012-09-27,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29465,18801,control,62696,2012-09-27 08:25:44,2012-09-27,desktop,1,,,0,0,1,1062.0,49.99,0.0,49.99,0
29474,19208,treatment,62728,2012-09-27 09:21:06,2012-09-27,mobile,1,,,0,0,1,1063.0,49.99,49.99,0.0,1
29476,26999,control,62730,2012-09-27 09:22:52,2012-09-27,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29490,18996,treatment,62760,2012-09-27 10:27:10,2012-09-27,desktop,1,gsearch,brand,0,0,1,1064.0,49.99,0.0,49.99,0
29492,27012,control,62767,2012-09-27 10:37:58,2012-09-27,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29526,17840,control,62830,2012-09-27 12:10:39,2012-09-27,desktop,1,,,0,0,0,,0.0,0.0,0.0,0
29555,27068,control,62892,2012-09-27 14:03:06,2012-09-27,desktop,0,gsearch,nonbrand,0,0,1,1065.0,49.99,0.0,49.99,0
29589,27098,control,62959,2012-09-27 16:02:30,2012-09-27,desktop,0,gsearch,nonbrand,0,0,1,1066.0,49.99,0.0,49.99,0
29594,27103,control,62968,2012-09-27 16:21:26,2012-09-27,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29615,27122,treatment,63026,2012-09-27 17:29:37,2012-09-27,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29638,27143,control,63072,2012-09-27 19:02:08,2012-09-27,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29660,27163,control,63121,2012-09-27 20:58:34,2012-09-27,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29670,27172,control,63146,2012-09-27 21:55:58,2012-09-27,desktop,0,bsearch,nonbrand,0,0,1,1067.0,49.99,0.0,49.99,0
29674,19608,control,63166,2012-09-27 22:29:14,2012-09-27,desktop,1,,,0,0,1,1068.0,49.99,0.0,49.99,0
29686,27183,control,63194,2012-09-27 23:36:53,2012-09-27,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29691,27188,treatment,63213,2012-09-27 23:50:42,2012-09-27,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29703,27199,treatment,63237,2012-09-28 00:19:27,2012-09-28,desktop,0,gsearch,nonbrand,0,0,1,1069.0,49.99,49.99,0.0,1
29709,27204,control,63260,2012-09-28 01:38:30,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29711,27206,treatment,63267,2012-09-28 01:57:41,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29725,27217,control,63290,2012-09-28 04:50:58,2012-09-28,desktop,0,gsearch,nonbrand,0,0,1,1070.0,49.99,0.0,49.99,0
29739,27227,control,63327,2012-09-28 07:20:21,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29741,27229,control,63336,2012-09-28 07:35:40,2012-09-28,desktop,0,bsearch,nonbrand,0,0,1,1071.0,49.99,0.0,49.99,0
29768,12120,treatment,63389,2012-09-28 09:55:44,2012-09-28,desktop,1,gsearch,brand,0,0,0,,0.0,0.0,0.0,0
29774,27258,control,63410,2012-09-28 10:22:27,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29791,27273,control,63447,2012-09-28 11:32:05,2012-09-28,desktop,0,gsearch,nonbrand,0,0,1,1072.0,49.99,0.0,49.99,0
29810,27292,control,63490,2012-09-28 12:16:13,2012-09-28,mobile,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29819,27301,control,63505,2012-09-28 12:53:36,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29824,27305,control,63519,2012-09-28 13:19:11,2012-09-28,desktop,0,gsearch,nonbrand,0,0,1,1073.0,49.99,0.0,49.99,0
29836,27316,control,63540,2012-09-28 14:00:40,2012-09-28,desktop,0,gsearch,nonbrand,0,0,1,1074.0,49.99,0.0,49.99,0
29835,27315,treatment,63546,2012-09-28 14:05:52,2012-09-28,desktop,0,gsearch,nonbrand,0,0,1,1075.0,49.99,0.0,49.99,0
29846,27325,treatment,63569,2012-09-28 14:28:47,2012-09-28,desktop,0,gsearch,nonbrand,0,0,1,1076.0,49.99,0.0,49.99,0
29860,27337,treatment,63594,2012-09-28 15:18:23,2012-09-28,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29869,27346,control,63607,2012-09-28 15:51:59,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29873,27349,control,63621,2012-09-28 16:17:16,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29889,27363,treatment,63652,2012-09-28 17:12:40,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29894,27367,treatment,63662,2012-09-28 17:49:49,2012-09-28,desktop,0,bsearch,nonbrand,0,0,1,1077.0,49.99,0.0,49.99,0
29910,27381,control,63692,2012-09-28 19:40:37,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29915,27385,control,63705,2012-09-28 19:54:42,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29918,27388,control,63721,2012-09-28 20:10:22,2012-09-28,desktop,0,gsearch,nonbrand,0,0,1,1078.0,49.99,49.99,0.0,1
29920,27390,control,63725,2012-09-28 20:14:24,2012-09-28,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29941,27411,treatment,63755,2012-09-28 22:14:25,2012-09-28,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29960,27427,treatment,63793,2012-09-29 02:25:13,2012-09-29,desktop,0,bsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29969,27435,control,63814,2012-09-29 03:23:33,2012-09-29,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
29993,27457,control,63873,2012-09-29 09:11:53,2012-09-29,desktop,0,gsearch,nonbrand,0,0,0,,0.0,0.0,0.0,0
30011,15793,control,63905,2012-09-29 12:42:00,2012-09-29,desktop,1,,,0,0,1,1079.0,49.99,0.0,49.99,0
30037,27496,treatment,63971,2012-09-29 16:45:30,2012-09-29,desktop,0,gsearch,nonbrand,0,0,1,1080.0,49.99,0.0,49.99,0
