website_session_id,user_id,billing_version,billing_pageview_id,billing_exposure_at,device_type,is_repeat_session,utm_source,utm_campaign,purchased,order_count,revenue
28629,26247,control,60837,"2012-09-24 02:34:37",desktop,0,gsearch,nonbrand,0,0,0.00
28634,26251,control,60845,"2012-09-24 03:12:30",desktop,0,gsearch,nonbrand,1,1,49.99
28640,26257,treatment,60868,"2012-09-24 04:05:45",desktop,0,bsearch,nonbrand,0,0,0.00
28659,26272,treatment,60899,"2012-09-24 07:52:10",desktop,0,gsearch,nonbrand,1,1,49.99
28663,26276,treatment,60910,"2012-09-24 08:21:16",desktop,0,gsearch,nonbrand,1,1,49.99
28666,26279,control,60921,"2012-09-24 08:28:10",mobile,0,gsearch,nonbrand,0,0,0.00
28672,26284,control,60934,"2012-09-24 08:46:19",desktop,0,bsearch,nonbrand,1,1,49.99
28680,26292,control,60950,"2012-09-24 09:37:04",mobile,0,gsearch,nonbrand,1,1,49.99
28733,26338,control,61049,"2012-09-24 12:36:31",mobile,0,gsearch,nonbrand,1,1,49.99
28740,26345,control,61061,"2012-09-24 12:51:47",desktop,0,bsearch,nonbrand,1,1,49.99
28758,26361,control,61096,"2012-09-24 14:17:17",desktop,0,gsearch,nonbrand,1,1,49.99
28770,26370,control,61135,"2012-09-24 15:29:07",desktop,0,gsearch,nonbrand,1,1,49.99
28778,26377,control,61151,"2012-09-24 16:01:57",desktop,0,gsearch,nonbrand,0,0,0.00
28809,26401,treatment,61204,"2012-09-24 17:57:40",desktop,0,gsearch,nonbrand,0,0,0.00
28812,26404,control,61214,"2012-09-24 18:12:35",desktop,0,gsearch,nonbrand,1,1,49.99
28827,26418,control,61242,"2012-09-24 19:49:22",desktop,0,gsearch,nonbrand,1,1,49.99
28831,26420,treatment,61257,"2012-09-24 20:03:46",desktop,0,gsearch,nonbrand,0,0,0.00
28838,23727,control,61271,"2012-09-24 21:04:12",desktop,1,gsearch,brand,1,1,49.99
28843,26431,treatment,61290,"2012-09-24 21:44:36",desktop,0,gsearch,brand,1,1,49.99
28865,26451,treatment,61349,"2012-09-24 23:39:34",desktop,0,bsearch,nonbrand,1,1,49.99
28880,26462,treatment,61381,"2012-09-25 02:50:56",desktop,0,gsearch,nonbrand,0,0,0.00
28898,26478,treatment,61415,"2012-09-25 06:42:07",desktop,0,bsearch,nonbrand,1,1,49.99
28908,26488,treatment,61436,"2012-09-25 08:24:09",desktop,0,gsearch,nonbrand,1,1,49.99
28915,26495,control,61448,"2012-09-25 08:55:37",desktop,0,NULL,NULL,0,0,0.00
28916,26496,control,61458,"2012-09-25 09:09:54",desktop,0,bsearch,nonbrand,0,0,0.00
28976,26554,control,61586,"2012-09-25 12:28:36",desktop,0,bsearch,nonbrand,1,1,49.99
28981,26559,control,61605,"2012-09-25 12:52:18",desktop,0,gsearch,nonbrand,0,0,0.00
28993,26571,treatment,61628,"2012-09-25 13:23:11",mobile,0,gsearch,nonbrand,0,0,0.00
29019,26594,treatment,61684,"2012-09-25 14:12:06",desktop,0,gsearch,nonbrand,1,1,49.99
29026,26601,treatment,61703,"2012-09-25 14:46:48",desktop,0,bsearch,nonbrand,1,1,49.99
29037,26610,control,61727,"2012-09-25 15:34:33",mobile,0,gsearch,nonbrand,0,0,0.00
29038,26611,treatment,61736,"2012-09-25 15:45:35",desktop,0,bsearch,nonbrand,1,1,49.99
29044,26617,treatment,61760,"2012-09-25 16:01:03",desktop,0,gsearch,nonbrand,1,1,49.99
29046,26619,treatment,61762,"2012-09-25 16:01:37",desktop,0,gsearch,nonbrand,0,0,0.00
29043,26616,treatment,61772,"2012-09-25 16:06:31",desktop,0,bsearch,nonbrand,0,0,0.00
29048,26621,control,61786,"2012-09-25 16:14:29",desktop,0,gsearch,nonbrand,0,0,0.00
29052,26624,treatment,61789,"2012-09-25 16:15:36",desktop,0,gsearch,nonbrand,1,1,49.99
29051,26623,treatment,61792,"2012-09-25 16:17:27",desktop,0,gsearch,nonbrand,1,1,49.99
29093,26661,control,61862,"2012-09-25 19:04:34",desktop,0,gsearch,nonbrand,1,1,49.99
29105,26671,treatment,61890,"2012-09-25 20:05:01",desktop,0,gsearch,nonbrand,1,1,49.99
29116,26682,control,61911,"2012-09-25 21:01:25",desktop,0,gsearch,nonbrand,0,0,0.00
29119,26685,control,61920,"2012-09-25 21:14:52",desktop,0,gsearch,nonbrand,1,1,49.99
29132,26697,treatment,61945,"2012-09-25 22:32:51",mobile,0,gsearch,nonbrand,0,0,0.00
29163,26724,control,62000,"2012-09-26 04:02:43",desktop,0,gsearch,nonbrand,1,1,49.99
29170,26731,treatment,62018,"2012-09-26 04:57:43",desktop,0,gsearch,nonbrand,0,0,0.00
29179,26740,treatment,62033,"2012-09-26 06:30:53",desktop,0,bsearch,nonbrand,0,0,0.00
29199,26757,control,62093,"2012-09-26 09:05:41",desktop,0,bsearch,nonbrand,1,1,49.99
29214,26770,treatment,62126,"2012-09-26 10:11:27",desktop,0,bsearch,nonbrand,0,0,0.00
29216,26772,treatment,62134,"2012-09-26 10:19:36",desktop,0,bsearch,nonbrand,0,0,0.00
29226,26780,treatment,62154,"2012-09-26 10:52:55",desktop,0,gsearch,nonbrand,1,1,49.99
29233,26787,control,62171,"2012-09-26 11:19:35",desktop,0,gsearch,nonbrand,0,0,0.00
29258,26809,treatment,62218,"2012-09-26 12:42:20",desktop,0,gsearch,nonbrand,0,0,0.00
29255,26806,treatment,62225,"2012-09-26 12:46:44",desktop,0,gsearch,nonbrand,1,1,49.99
29262,26813,treatment,62240,"2012-09-26 13:04:21",mobile,0,gsearch,nonbrand,1,1,49.99
29265,26814,control,62244,"2012-09-26 13:08:51",desktop,0,gsearch,nonbrand,1,1,49.99
29312,26857,treatment,62347,"2012-09-26 15:52:31",desktop,0,gsearch,nonbrand,1,1,49.99
29313,26858,control,62360,"2012-09-26 16:06:41",desktop,0,gsearch,nonbrand,0,0,0.00
29325,26868,treatment,62380,"2012-09-26 16:20:19",desktop,0,gsearch,nonbrand,0,0,0.00
29348,26886,control,62431,"2012-09-26 17:42:05",desktop,0,bsearch,nonbrand,1,1,49.99
29363,26899,control,62458,"2012-09-26 18:45:42",desktop,0,NULL,NULL,0,0,0.00
29370,26905,control,62475,"2012-09-26 19:12:31",desktop,0,gsearch,nonbrand,1,1,49.99
29384,24645,control,62510,"2012-09-26 20:29:14",desktop,1,NULL,NULL,1,1,49.99
29386,14042,treatment,62519,"2012-09-26 20:40:55",desktop,1,bsearch,brand,1,1,49.99
29423,26952,control,62586,"2012-09-27 00:58:52",desktop,0,gsearch,nonbrand,0,0,0.00
29428,26957,treatment,62593,"2012-09-27 01:10:13",desktop,0,bsearch,nonbrand,1,1,49.99
29439,26968,treatment,62627,"2012-09-27 02:44:15",desktop,0,bsearch,nonbrand,0,0,0.00
29440,26969,treatment,62629,"2012-09-27 02:45:30",desktop,0,gsearch,nonbrand,1,1,49.99
29445,26974,treatment,62647,"2012-09-27 04:17:09",desktop,0,bsearch,nonbrand,1,1,49.99
29452,26979,control,62664,"2012-09-27 06:15:56",desktop,0,gsearch,nonbrand,0,0,0.00
29459,26985,control,62681,"2012-09-27 07:42:38",desktop,0,gsearch,nonbrand,0,0,0.00
29465,18801,control,62696,"2012-09-27 08:25:44",desktop,1,NULL,NULL,1,1,49.99
29474,19208,treatment,62728,"2012-09-27 09:21:06",mobile,1,NULL,NULL,1,1,49.99
29476,26999,control,62730,"2012-09-27 09:22:52",desktop,0,gsearch,nonbrand,0,0,0.00
29490,18996,treatment,62760,"2012-09-27 10:27:10",desktop,1,gsearch,brand,1,1,49.99
29492,27012,control,62767,"2012-09-27 10:37:58",desktop,0,gsearch,nonbrand,0,0,0.00
29526,17840,control,62830,"2012-09-27 12:10:39",desktop,1,NULL,NULL,0,0,0.00
29555,27068,control,62892,"2012-09-27 14:03:06",desktop,0,gsearch,nonbrand,1,1,49.99
29589,27098,control,62959,"2012-09-27 16:02:30",desktop,0,gsearch,nonbrand,1,1,49.99
29594,27103,control,62968,"2012-09-27 16:21:26",mobile,0,gsearch,nonbrand,0,0,0.00
29615,27122,treatment,63026,"2012-09-27 17:29:37",desktop,0,gsearch,nonbrand,0,0,0.00
29638,27143,control,63072,"2012-09-27 19:02:08",desktop,0,gsearch,nonbrand,0,0,0.00
29660,27163,control,63121,"2012-09-27 20:58:34",desktop,0,gsearch,nonbrand,0,0,0.00
29670,27172,control,63146,"2012-09-27 21:55:58",desktop,0,bsearch,nonbrand,1,1,49.99
29674,19608,control,63166,"2012-09-27 22:29:14",desktop,1,NULL,NULL,1,1,49.99
29686,27183,control,63194,"2012-09-27 23:36:53",mobile,0,gsearch,nonbrand,0,0,0.00
29691,27188,treatment,63213,"2012-09-27 23:50:42",desktop,0,gsearch,nonbrand,0,0,0.00
29703,27199,treatment,63237,"2012-09-28 00:19:27",desktop,0,gsearch,nonbrand,1,1,49.99
29709,27204,control,63260,"2012-09-28 01:38:30",desktop,0,gsearch,nonbrand,0,0,0.00
29711,27206,treatment,63267,"2012-09-28 01:57:41",desktop,0,gsearch,nonbrand,0,0,0.00
29725,27217,control,63290,"2012-09-28 04:50:58",desktop,0,gsearch,nonbrand,1,1,49.99
29739,27227,control,63327,"2012-09-28 07:20:21",desktop,0,gsearch,nonbrand,0,0,0.00
29741,27229,control,63336,"2012-09-28 07:35:40",desktop,0,bsearch,nonbrand,1,1,49.99
29768,12120,treatment,63389,"2012-09-28 09:55:44",desktop,1,gsearch,brand,0,0,0.00
29774,27258,control,63410,"2012-09-28 10:22:27",desktop,0,gsearch,nonbrand,0,0,0.00
29791,27273,control,63447,"2012-09-28 11:32:05",desktop,0,gsearch,nonbrand,1,1,49.99
29810,27292,control,63490,"2012-09-28 12:16:13",mobile,0,gsearch,nonbrand,0,0,0.00
29819,27301,control,63505,"2012-09-28 12:53:36",desktop,0,gsearch,nonbrand,0,0,0.00
29824,27305,control,63519,"2012-09-28 13:19:11",desktop,0,gsearch,nonbrand,1,1,49.99
29836,27316,control,63540,"2012-09-28 14:00:40",desktop,0,gsearch,nonbrand,1,1,49.99
29835,27315,treatment,63546,"2012-09-28 14:05:52",desktop,0,gsearch,nonbrand,1,1,49.99
29846,27325,treatment,63569,"2012-09-28 14:28:47",desktop,0,gsearch,nonbrand,1,1,49.99
29860,27337,treatment,63594,"2012-09-28 15:18:23",desktop,0,bsearch,nonbrand,0,0,0.00
29869,27346,control,63607,"2012-09-28 15:51:59",desktop,0,gsearch,nonbrand,0,0,0.00
29873,27349,control,63621,"2012-09-28 16:17:16",desktop,0,gsearch,nonbrand,0,0,0.00
29889,27363,treatment,63652,"2012-09-28 17:12:40",desktop,0,gsearch,nonbrand,0,0,0.00
29894,27367,treatment,63662,"2012-09-28 17:49:49",desktop,0,bsearch,nonbrand,1,1,49.99
29910,27381,control,63692,"2012-09-28 19:40:37",desktop,0,gsearch,nonbrand,0,0,0.00
29915,27385,control,63705,"2012-09-28 19:54:42",desktop,0,gsearch,nonbrand,0,0,0.00
29918,27388,control,63721,"2012-09-28 20:10:22",desktop,0,gsearch,nonbrand,1,1,49.99
29920,27390,control,63725,"2012-09-28 20:14:24",desktop,0,bsearch,nonbrand,0,0,0.00
29941,27411,treatment,63755,"2012-09-28 22:14:25",desktop,0,gsearch,nonbrand,0,0,0.00
29960,27427,treatment,63793,"2012-09-29 02:25:13",desktop,0,bsearch,nonbrand,0,0,0.00
29969,27435,control,63814,"2012-09-29 03:23:33",desktop,0,gsearch,nonbrand,0,0,0.00
29993,27457,control,63873,"2012-09-29 09:11:53",desktop,0,gsearch,nonbrand,0,0,0.00
30011,15793,control,63905,"2012-09-29 12:42:00",desktop,1,NULL,NULL,1,1,49.99
30037,27496,treatment,63971,"2012-09-29 16:45:30",desktop,0,gsearch,nonbrand,1,1,49.99
30040,27499,control,63982,"2012-09-29 17:13:54",desktop,0,gsearch,nonbrand,1,1,49.99
30043,27501,treatment,63994,"2012-09-29 17:28:15",desktop,0,bsearch,nonbrand,1,1,49.99
30059,27515,treatment,64022,"2012-09-29 19:34:29",desktop,0,gsearch,nonbrand,0,0,0.00
30072,27527,treatment,64049,"2012-09-29 22:47:04",desktop,0,gsearch,nonbrand,1,1,49.99
30078,27532,control,64063,"2012-09-29 23:56:20",desktop,0,bsearch,nonbrand,1,1,49.99
30094,27547,control,64095,"2012-09-30 03:58:57",desktop,0,gsearch,nonbrand,1,1,49.99
30109,27560,control,64130,"2012-09-30 10:02:16",desktop,0,gsearch,nonbrand,1,1,49.99
30127,27578,control,64169,"2012-09-30 13:34:23",desktop,0,bsearch,nonbrand,1,1,49.99
30133,27584,treatment,64182,"2012-09-30 14:27:36",mobile,0,gsearch,nonbrand,1,1,49.99
30158,27605,treatment,64228,"2012-09-30 17:59:06",mobile,0,gsearch,nonbrand,0,0,0.00
30166,27612,treatment,64247,"2012-09-30 18:43:48",desktop,0,bsearch,nonbrand,0,0,0.00
30175,27621,treatment,64266,"2012-09-30 20:16:21",desktop,0,gsearch,nonbrand,1,1,49.99
30176,27622,control,64270,"2012-09-30 20:21:27",desktop,0,gsearch,nonbrand,0,0,0.00
30181,27627,treatment,64288,"2012-09-30 21:14:20",mobile,0,gsearch,nonbrand,1,1,49.99
30192,27636,treatment,64310,"2012-09-30 22:19:35",desktop,0,gsearch,nonbrand,1,1,49.99
30210,27654,treatment,64347,"2012-10-01 00:21:46",desktop,0,gsearch,nonbrand,0,0,0.00
30214,27657,treatment,64357,"2012-10-01 01:11:06",desktop,0,gsearch,nonbrand,0,0,0.00
30228,27671,treatment,64382,"2012-10-01 03:10:50",desktop,0,bsearch,nonbrand,1,1,49.99
30234,27677,treatment,64399,"2012-10-01 04:41:39",desktop,0,bsearch,nonbrand,0,0,0.00
30247,27690,treatment,64438,"2012-10-01 07:45:37",desktop,0,bsearch,nonbrand,1,1,49.99
30253,27696,treatment,64447,"2012-10-01 08:01:35",mobile,0,gsearch,nonbrand,0,0,0.00
30258,13846,control,64462,"2012-10-01 08:37:27",mobile,1,gsearch,brand,0,0,0.00
30278,27718,control,64500,"2012-10-01 10:02:21",desktop,0,NULL,NULL,0,0,0.00
30282,25089,control,64516,"2012-10-01 10:31:20",desktop,1,NULL,NULL,0,0,0.00
30288,27724,control,64528,"2012-10-01 10:48:17",desktop,0,gsearch,nonbrand,0,0,0.00
30290,27726,control,64541,"2012-10-01 10:56:57",desktop,0,gsearch,nonbrand,0,0,0.00
30322,27757,control,64596,"2012-10-01 12:50:57",desktop,0,gsearch,nonbrand,0,0,0.00
30340,27773,treatment,64629,"2012-10-01 13:57:48",desktop,0,gsearch,nonbrand,1,1,49.99
30362,27792,treatment,64669,"2012-10-01 15:19:26",desktop,0,bsearch,nonbrand,1,1,49.99
30363,27793,control,64676,"2012-10-01 15:26:22",desktop,0,gsearch,nonbrand,1,1,49.99
30369,27799,treatment,64693,"2012-10-01 15:57:23",desktop,0,gsearch,nonbrand,1,1,49.99
30377,27807,treatment,64709,"2012-10-01 16:24:18",desktop,0,gsearch,nonbrand,1,1,49.99
30390,27819,control,64739,"2012-10-01 16:53:09",desktop,0,gsearch,nonbrand,1,1,49.99
30397,27825,control,64758,"2012-10-01 17:09:48",desktop,0,gsearch,nonbrand,0,0,0.00
30404,27832,control,64773,"2012-10-01 17:23:08",desktop,0,bsearch,nonbrand,0,0,0.00
30419,19760,control,64800,"2012-10-01 18:59:21",desktop,1,NULL,NULL,1,1,49.99
30466,24069,control,64883,"2012-10-01 23:57:17",desktop,1,bsearch,brand,1,1,49.99
30468,27890,treatment,64892,"2012-10-02 00:20:00",desktop,0,gsearch,nonbrand,1,1,49.99
30473,27894,control,64905,"2012-10-02 01:02:27",desktop,0,gsearch,nonbrand,0,0,0.00
30524,27942,treatment,65013,"2012-10-02 10:21:07",mobile,0,gsearch,nonbrand,0,0,0.00
30532,27949,treatment,65027,"2012-10-02 10:46:53",desktop,0,gsearch,nonbrand,1,1,49.99
30533,27950,control,65037,"2012-10-02 10:52:36",desktop,0,gsearch,nonbrand,1,1,49.99
30535,27952,treatment,65041,"2012-10-02 10:54:58",desktop,0,gsearch,nonbrand,1,1,49.99
30536,27953,control,65051,"2012-10-02 11:08:50",desktop,0,NULL,NULL,1,1,49.99
30549,27966,control,65083,"2012-10-02 11:53:28",desktop,0,bsearch,nonbrand,0,0,0.00
30550,27967,control,65094,"2012-10-02 12:03:20",desktop,0,bsearch,nonbrand,1,1,49.99
30565,27981,treatment,65134,"2012-10-02 13:05:57",desktop,0,bsearch,nonbrand,1,1,49.99
30594,28006,treatment,65190,"2012-10-02 15:00:31",desktop,0,gsearch,nonbrand,1,1,49.99
30597,28009,treatment,65196,"2012-10-02 15:03:07",desktop,0,bsearch,nonbrand,0,0,0.00
30598,28010,treatment,65204,"2012-10-02 15:09:15",desktop,0,gsearch,nonbrand,1,1,49.99
30604,28014,control,65217,"2012-10-02 15:20:48",desktop,0,gsearch,nonbrand,1,1,49.99
30608,28018,control,65226,"2012-10-02 15:31:05",desktop,0,gsearch,nonbrand,1,1,49.99
30617,28027,control,65249,"2012-10-02 16:30:50",desktop,0,gsearch,nonbrand,0,0,0.00
30625,28034,treatment,65265,"2012-10-02 16:44:48",mobile,0,NULL,NULL,1,1,49.99
30633,28041,control,65284,"2012-10-02 17:04:38",desktop,0,gsearch,nonbrand,1,1,49.99
30634,28042,control,65294,"2012-10-02 17:30:36",mobile,0,gsearch,nonbrand,0,0,0.00
30639,28047,control,65302,"2012-10-02 17:49:24",desktop,0,bsearch,nonbrand,0,0,0.00
30654,28062,control,65329,"2012-10-02 18:52:58",desktop,0,bsearch,nonbrand,0,0,0.00
30659,28067,treatment,65344,"2012-10-02 19:25:44",desktop,0,gsearch,nonbrand,1,1,49.99
30673,28081,control,65377,"2012-10-02 20:36:06",desktop,0,gsearch,nonbrand,1,1,49.99
30672,28080,control,65378,"2012-10-02 20:36:55",desktop,0,gsearch,nonbrand,0,0,0.00
30677,28084,treatment,65391,"2012-10-02 21:01:27",desktop,0,NULL,NULL,0,0,0.00
30681,28088,treatment,65400,"2012-10-02 21:30:09",desktop,0,gsearch,nonbrand,0,0,0.00
30690,28097,treatment,65424,"2012-10-02 22:39:56",desktop,0,gsearch,nonbrand,1,1,49.99
30694,28100,treatment,65437,"2012-10-02 22:57:27",mobile,0,gsearch,nonbrand,0,0,0.00
30721,28125,treatment,65483,"2012-10-03 04:20:00",desktop,0,gsearch,nonbrand,1,1,49.99
30737,28141,treatment,65515,"2012-10-03 07:30:09",desktop,0,bsearch,nonbrand,1,1,49.99
30778,28173,control,65594,"2012-10-03 11:01:53",desktop,0,bsearch,nonbrand,0,0,0.00
30793,28184,treatment,65626,"2012-10-03 12:14:12",desktop,0,gsearch,nonbrand,1,1,49.99
30799,28187,control,65644,"2012-10-03 12:32:20",desktop,0,gsearch,nonbrand,1,1,49.99
30814,11768,treatment,65673,"2012-10-03 13:31:25",desktop,1,NULL,NULL,1,1,49.99
30833,28215,treatment,65718,"2012-10-03 14:14:49",desktop,0,gsearch,nonbrand,1,1,49.99
30863,11889,control,65782,"2012-10-03 15:22:44",mobile,1,NULL,NULL,1,1,49.99
30861,15763,treatment,65785,"2012-10-03 15:26:00",mobile,1,NULL,NULL,1,1,49.99
30868,28246,treatment,65809,"2012-10-03 15:49:09",desktop,0,gsearch,nonbrand,1,1,49.99
30886,13111,treatment,65837,"2012-10-03 16:32:16",desktop,1,NULL,NULL,1,1,49.99
30920,28293,treatment,65899,"2012-10-03 18:03:40",desktop,0,bsearch,nonbrand,1,1,49.99
30945,28316,control,65946,"2012-10-03 19:57:45",mobile,0,gsearch,nonbrand,0,0,0.00
30964,28330,control,65986,"2012-10-03 21:41:57",desktop,0,bsearch,nonbrand,0,0,0.00
30978,23241,treatment,66022,"2012-10-03 23:21:38",desktop,1,bsearch,brand,1,1,49.99
31006,28368,treatment,66074,"2012-10-04 05:25:41",desktop,0,NULL,NULL,0,0,0.00
31049,28408,control,66162,"2012-10-04 09:36:19",desktop,0,gsearch,nonbrand,0,0,0.00
31072,28430,treatment,66198,"2012-10-04 10:12:20",desktop,0,gsearch,nonbrand,0,0,0.00
31081,28436,control,66234,"2012-10-04 10:58:14",desktop,0,gsearch,nonbrand,0,0,0.00
31089,28443,control,66249,"2012-10-04 11:20:03",desktop,0,bsearch,nonbrand,0,0,0.00
31098,25315,control,66269,"2012-10-04 11:33:53",desktop,1,NULL,NULL,1,1,49.99
31119,28470,control,66315,"2012-10-04 12:38:22",desktop,0,gsearch,nonbrand,0,0,0.00
31135,28485,control,66352,"2012-10-04 13:27:59",desktop,0,gsearch,nonbrand,1,1,49.99
31146,28494,control,66384,"2012-10-04 14:21:23",mobile,0,gsearch,nonbrand,0,0,0.00
31173,28517,control,66444,"2012-10-04 16:14:24",desktop,0,gsearch,nonbrand,0,0,0.00
31175,28519,treatment,66452,"2012-10-04 16:27:26",desktop,0,gsearch,nonbrand,1,1,49.99
31187,28528,treatment,66486,"2012-10-04 17:15:42",desktop,0,gsearch,nonbrand,1,1,49.99
31210,28548,treatment,66533,"2012-10-04 18:31:37",desktop,0,bsearch,nonbrand,0,0,0.00
31232,28566,treatment,66579,"2012-10-04 20:02:39",desktop,0,gsearch,nonbrand,1,1,49.99
31238,28572,control,66594,"2012-10-04 20:36:35",desktop,0,gsearch,nonbrand,0,0,0.00
31252,28585,control,66621,"2012-10-04 22:07:20",desktop,0,gsearch,nonbrand,0,0,0.00
31301,22237,treatment,66726,"2012-10-05 06:14:37",desktop,1,NULL,NULL,1,1,49.99
31302,28629,control,66729,"2012-10-05 06:17:21",desktop,0,bsearch,nonbrand,0,0,0.00
31305,28632,control,66737,"2012-10-05 06:36:53",desktop,0,gsearch,nonbrand,1,1,49.99
31331,28656,control,66798,"2012-10-05 09:53:39",mobile,0,NULL,NULL,0,0,0.00
31334,22066,control,66805,"2012-10-05 09:59:19",desktop,1,NULL,NULL,0,0,0.00
31335,28659,treatment,66812,"2012-10-05 10:03:33",desktop,0,bsearch,nonbrand,0,0,0.00
31340,28663,control,66818,"2012-10-05 10:10:58",desktop,0,gsearch,nonbrand,0,0,0.00
31362,28684,treatment,66877,"2012-10-05 11:57:18",desktop,0,gsearch,nonbrand,0,0,0.00
31363,28685,treatment,66879,"2012-10-05 11:57:35",mobile,0,gsearch,nonbrand,1,1,49.99
31367,28689,treatment,66891,"2012-10-05 12:09:52",desktop,0,gsearch,nonbrand,0,0,0.00
31364,28686,treatment,66897,"2012-10-05 12:12:21",desktop,0,gsearch,nonbrand,1,1,49.99
31370,28691,control,66905,"2012-10-05 12:22:35",desktop,0,bsearch,nonbrand,0,0,0.00
31375,28696,control,66918,"2012-10-05 12:34:24",desktop,0,bsearch,nonbrand,0,0,0.00
31400,28720,control,66970,"2012-10-05 14:17:23",mobile,0,gsearch,nonbrand,0,0,0.00
31402,28721,treatment,66974,"2012-10-05 14:21:31",desktop,0,gsearch,nonbrand,1,1,49.99
31418,15924,control,67001,"2012-10-05 14:53:50",mobile,1,NULL,NULL,1,1,49.99
31430,26295,control,67027,"2012-10-05 15:32:05",desktop,1,NULL,NULL,1,1,49.99
31435,19005,control,67039,"2012-10-05 15:53:49",desktop,1,NULL,NULL,0,0,0.00
31437,28746,control,67054,"2012-10-05 16:08:43",desktop,0,bsearch,nonbrand,1,1,49.99
31448,28757,control,67074,"2012-10-05 16:51:45",desktop,0,bsearch,nonbrand,1,1,49.99
31456,28763,treatment,67095,"2012-10-05 17:30:15",desktop,0,gsearch,nonbrand,1,1,49.99
31467,28774,control,67116,"2012-10-05 18:07:46",desktop,0,gsearch,nonbrand,0,0,0.00
31528,28829,control,67245,"2012-10-06 03:33:58",mobile,0,gsearch,nonbrand,1,1,49.99
31534,28835,treatment,67258,"2012-10-06 05:23:18",mobile,0,gsearch,nonbrand,0,0,0.00
31583,28882,treatment,67347,"2012-10-06 13:27:58",desktop,0,gsearch,nonbrand,1,1,49.99
31593,28892,treatment,67376,"2012-10-06 14:55:26",mobile,0,gsearch,nonbrand,1,1,49.99
31602,28900,treatment,67394,"2012-10-06 16:22:45",desktop,0,NULL,NULL,0,0,0.00
31604,20301,treatment,67401,"2012-10-06 16:33:57",desktop,1,NULL,NULL,0,0,0.00
31609,28905,control,67414,"2012-10-06 18:15:27",desktop,0,gsearch,nonbrand,1,1,49.99
31611,28907,treatment,67422,"2012-10-06 18:38:43",desktop,0,gsearch,nonbrand,1,1,49.99
31616,28911,control,67436,"2012-10-06 20:37:11",desktop,0,gsearch,nonbrand,1,1,49.99
31624,25906,control,67453,"2012-10-06 22:05:13",desktop,1,NULL,NULL,0,0,0.00
31627,28919,treatment,67464,"2012-10-06 22:36:06",desktop,0,bsearch,nonbrand,1,1,49.99
31635,28924,control,67479,"2012-10-07 00:20:01",desktop,0,NULL,NULL,0,0,0.00
31652,20457,treatment,67521,"2012-10-07 05:59:03",desktop,1,NULL,NULL,1,1,49.99
31659,22162,treatment,67535,"2012-10-07 08:33:17",desktop,1,NULL,NULL,1,1,49.99
31671,28956,treatment,67559,"2012-10-07 12:29:50",mobile,0,gsearch,nonbrand,1,1,49.99
31692,28976,control,67597,"2012-10-07 16:28:01",mobile,0,gsearch,nonbrand,0,0,0.00
31730,29006,control,67667,"2012-10-07 22:48:42",desktop,0,gsearch,nonbrand,0,0,0.00
31757,29031,control,67729,"2012-10-08 03:31:36",desktop,0,gsearch,nonbrand,1,1,49.99
31758,29032,control,67731,"2012-10-08 03:32:33",desktop,0,gsearch,nonbrand,0,0,0.00
31773,29045,treatment,67761,"2012-10-08 05:59:52",desktop,0,gsearch,nonbrand,1,1,49.99
31777,29049,control,67770,"2012-10-08 06:29:44",desktop,0,gsearch,nonbrand,1,1,49.99
31779,29051,control,67781,"2012-10-08 07:04:49",desktop,0,gsearch,nonbrand,0,0,0.00
31807,29077,control,67826,"2012-10-08 10:02:30",desktop,0,gsearch,nonbrand,1,1,49.99
31810,29080,treatment,67833,"2012-10-08 10:12:49",desktop,0,bsearch,nonbrand,1,1,49.99
31812,29082,control,67843,"2012-10-08 10:28:30",desktop,0,bsearch,nonbrand,0,0,0.00
31825,29095,treatment,67875,"2012-10-08 11:15:01",desktop,0,bsearch,nonbrand,0,0,0.00
31834,29103,treatment,67885,"2012-10-08 11:30:42",mobile,0,gsearch,nonbrand,0,0,0.00
31872,29136,treatment,67962,"2012-10-08 13:45:29",desktop,0,gsearch,nonbrand,0,0,0.00
31883,29146,treatment,67981,"2012-10-08 14:20:25",desktop,0,gsearch,nonbrand,1,1,49.99
31889,29150,control,68001,"2012-10-08 14:38:16",desktop,0,gsearch,nonbrand,1,1,49.99
31890,29151,treatment,68007,"2012-10-08 14:44:21",desktop,0,gsearch,nonbrand,1,1,49.99
31891,29152,control,68011,"2012-10-08 14:47:45",desktop,0,bsearch,nonbrand,1,1,49.99
31898,27997,treatment,68024,"2012-10-08 15:03:43",desktop,1,NULL,NULL,0,0,0.00
31909,13303,treatment,68055,"2012-10-08 15:32:13",mobile,1,NULL,NULL,1,1,49.99
31919,29175,treatment,68075,"2012-10-08 15:59:37",desktop,0,bsearch,nonbrand,1,1,49.99
31922,29178,treatment,68083,"2012-10-08 16:09:46",desktop,0,gsearch,nonbrand,1,1,49.99
31933,29186,control,68111,"2012-10-08 16:56:27",desktop,0,gsearch,nonbrand,0,0,0.00
31936,29189,control,68117,"2012-10-08 17:03:18",desktop,0,gsearch,nonbrand,0,0,0.00
31960,21507,control,68164,"2012-10-08 18:16:06",desktop,1,bsearch,brand,0,0,0.00
31992,29240,treatment,68222,"2012-10-08 20:32:15",desktop,0,gsearch,nonbrand,1,1,49.99
32014,24433,treatment,68264,"2012-10-08 23:06:39",desktop,1,NULL,NULL,0,0,0.00
32018,29263,control,68279,"2012-10-08 23:58:24",desktop,0,gsearch,nonbrand,0,0,0.00
